Date,Open,High,Low,Close,Adj Close,Volume
2019-05-01,62.029999,62.540001,61.669998,62.180000,61.217133,298700
2019-05-02,61.910000,64.949997,61.910000,63.009998,62.034279,326900
2019-05-03,63.009998,63.900002,62.639999,63.849998,62.861267,136200
2019-05-06,62.369999,63.900002,62.369999,63.020000,62.044125,190200
2019-05-07,62.810001,63.160000,62.060001,62.689999,61.719231,198100
2019-05-08,62.410000,63.139999,62.410000,62.750000,61.778305,220900
2019-05-09,62.230000,63.389999,61.560001,63.009998,62.034279,97100
2019-05-10,62.759998,63.270000,62.000000,62.959999,61.985054,97000
2019-05-13,61.939999,62.369999,60.660000,61.439999,60.488586,197400
2019-05-14,61.570000,62.389999,61.240002,62.020000,61.059608,134700
2019-05-15,61.590000,62.630001,61.590000,62.119999,61.158058,163800
2019-05-16,62.259998,63.230000,62.259998,62.900002,61.925983,85900
2019-05-17,62.389999,63.000000,61.910000,62.180000,61.217133,75700
2019-05-20,61.700001,62.430000,60.730000,61.360001,60.409828,86300
2019-05-21,61.689999,62.930000,61.689999,62.660000,61.689697,100000
2019-05-22,62.290001,63.040001,62.029999,62.740002,61.768459,58400
2019-05-23,62.119999,62.490002,60.709999,61.090000,60.144005,131500
2019-05-24,61.549999,62.139999,61.009998,61.549999,60.596889,216200
2019-05-28,61.709999,62.869999,61.520000,62.099998,61.138367,106200
2019-05-29,61.799999,62.029999,61.349998,61.930000,60.971001,59700
2019-05-30,62.119999,62.709999,61.470001,61.770000,60.813480,46800
2019-05-31,61.070000,61.650002,60.529999,61.369999,60.419670,81700
2019-06-03,60.880001,61.139999,60.230000,60.910000,59.966797,104200
2019-06-04,61.470001,62.910000,60.830002,62.779999,61.807838,93400
2019-06-05,63.049999,63.189999,62.340000,62.669998,61.699543,82100
2019-06-06,62.430000,63.020000,61.759998,62.799999,62.095051,115800
2019-06-07,63.020000,63.830002,63.020000,63.509998,62.797081,57400
2019-06-10,63.830002,64.360001,62.900002,63.139999,62.431240,95200
2019-06-11,63.619999,63.650002,62.889999,63.290001,62.579556,138700
2019-06-12,63.180000,63.709999,62.869999,63.450001,62.737755,64800
2019-06-13,63.750000,64.629997,63.320000,64.150002,63.429901,79000
2019-06-14,64.120003,64.269997,63.139999,63.320000,62.609215,74000
2019-06-17,63.490002,64.110001,63.099998,63.770000,63.054165,112100
2019-06-18,64.250000,64.510002,63.310001,64.220001,63.499115,172000
2019-06-19,64.250000,64.839996,63.500000,64.349998,63.627655,84700
2019-06-20,64.900002,65.000000,64.139999,64.699997,63.973721,74700
2019-06-21,64.199997,64.959999,63.990002,64.320000,63.597992,258800
2019-06-24,64.339996,64.900002,63.619999,64.120003,63.400238,152300
2019-06-25,64.440002,65.230003,63.860001,64.849998,64.122047,191400
2019-06-26,65.080002,65.639999,64.239998,64.250000,63.528778,91800
2019-06-27,64.320000,65.129997,63.990002,65.120003,64.389015,98000
2019-06-28,65.010002,65.989998,64.699997,65.849998,65.110809,357300
2019-07-01,66.400002,66.430000,63.130001,64.980003,64.250587,129800
2019-07-02,65.050003,65.150002,64.199997,64.980003,64.250587,116900
2019-07-03,65.050003,66.269997,65.050003,65.959999,65.219574,64700
2019-07-05,65.599998,66.449997,65.190002,66.309998,65.565643,62100
2019-07-08,66.099998,66.099998,65.650002,65.650002,64.913063,57800
2019-07-09,65.440002,65.989998,64.970001,65.980003,65.239357,73900
2019-07-10,66.279999,66.809998,65.860001,65.980003,65.239357,60400
2019-07-11,66.199997,66.199997,64.800003,65.370003,64.636208,86500
2019-07-12,65.269997,66.830002,65.269997,66.699997,65.951271,154900
2019-07-15,66.660004,67.330002,65.690002,67.250000,66.495102,107900
2019-07-16,67.269997,67.889999,66.900002,67.410004,66.653305,108200
2019-07-17,67.339996,67.639999,66.800003,67.199997,66.445663,90600
2019-07-18,67.110001,67.989998,66.839996,67.739998,66.979607,86100
2019-07-19,67.699997,68.860001,67.379997,67.419998,66.663193,125600
2019-07-22,67.470001,67.820000,66.900002,66.949997,66.198463,70500
2019-07-23,66.919998,67.220001,66.239998,67.220001,66.465446,79600
2019-07-24,66.669998,68.389999,66.669998,68.300003,67.533318,115100
2019-07-25,68.300003,68.589996,67.620003,67.910004,67.147697,63800
2019-07-26,68.000000,69.000000,68.000000,68.290001,67.523422,77600
2019-07-29,68.300003,68.339996,67.610001,68.120003,67.355331,106300
2019-07-30,67.779999,69.199997,67.330002,68.559998,67.790390,122000
2019-07-31,68.440002,70.430000,68.230003,68.779999,68.007927,212200
2019-08-01,68.029999,71.900002,65.699997,71.739998,70.934692,223700
2019-08-02,71.040001,71.500000,68.279999,69.110001,68.334221,121600
2019-08-05,67.940002,68.279999,64.480003,65.550003,64.814186,227800
2019-08-06,66.139999,67.910004,65.230003,67.449997,66.692856,195000
2019-08-07,66.669998,68.699997,66.669998,68.290001,67.523422,126800
2019-08-08,68.709999,70.440002,68.709999,70.440002,69.649292,113900
2019-08-09,70.489998,70.720001,69.400002,70.220001,69.431770,135000
2019-08-12,69.690002,70.000000,67.730003,68.580002,67.810173,100000
2019-08-13,68.449997,69.419998,68.010002,68.519997,67.750839,107700
2019-08-14,67.489998,67.650002,66.089996,66.389999,65.644753,144500
2019-08-15,66.349998,67.440002,66.339996,67.150002,66.396225,129800
2019-08-16,67.599998,68.760002,67.599998,67.879997,67.118019,354200
2019-08-19,68.709999,69.199997,68.300003,68.879997,68.106804,107200
2019-08-20,68.680000,69.430000,68.209999,68.489998,67.721176,128400
2019-08-21,69.029999,69.779999,68.559998,69.639999,68.858276,92200
2019-08-22,69.709999,70.610001,68.750000,69.779999,68.996696,97500
2019-08-23,69.510002,70.250000,67.790001,67.989998,67.226784,89600
2019-08-26,68.440002,68.669998,67.879997,68.410004,67.642082,93000
2019-08-27,68.690002,69.510002,67.699997,68.230003,67.464096,167200
2019-08-28,67.980003,69.919998,67.809998,69.389999,68.611076,90100
2019-08-29,70.000000,70.900002,69.940002,70.610001,69.817383,84800
2019-08-30,70.769997,70.769997,69.529999,70.279999,69.491089,99000
2019-09-03,70.230003,70.550003,69.110001,69.470001,68.690186,80200
2019-09-04,70.059998,70.059998,69.120003,69.169998,68.393547,115400
2019-09-05,69.919998,70.900002,69.160004,70.260002,69.471321,195800
2019-09-06,70.470001,70.470001,69.080002,69.220001,68.442986,98900
2019-09-09,69.610001,69.610001,68.019997,68.720001,67.948601,101200
2019-09-10,68.570000,69.290001,66.809998,67.830002,67.068596,77500
2019-09-11,68.089996,68.400002,67.150002,68.150002,67.385002,169600
2019-09-12,68.239998,68.959999,67.589996,68.059998,67.563683,170900
2019-09-13,68.269997,69.809998,67.860001,69.669998,69.161942,122800
2019-09-16,69.540001,70.730003,69.089996,69.980003,69.469688,78600
2019-09-17,69.769997,70.360001,69.349998,69.889999,69.380341,129800
2019-09-18,69.879997,70.309998,68.580002,69.949997,69.439903,171600
2019-09-19,70.279999,70.989998,69.349998,69.489998,68.983253,135600
2019-09-20,69.510002,69.720001,68.610001,68.699997,68.199013,245200
2019-09-23,68.430000,69.430000,67.900002,69.040001,68.536537,97900
2019-09-24,69.360001,70.199997,69.220001,69.620003,69.112312,138300
2019-09-25,69.430000,71.099998,69.129997,70.480003,69.966042,195200
2019-09-26,70.389999,71.230003,69.830002,70.930000,70.412758,139800
2019-09-27,71.089996,71.440002,69.680000,71.040001,70.521950,163100
2019-09-30,71.000000,71.989998,70.730003,71.410004,70.889259,156700
2019-10-01,71.809998,72.260002,68.570000,69.050003,68.546471,173500
2019-10-02,68.589996,68.589996,66.010002,67.330002,66.839012,155300
2019-10-03,67.089996,68.050003,66.129997,67.849998,67.355209,254300
2019-10-04,68.000000,70.360001,67.269997,68.250000,67.752296,122400
2019-10-07,67.870003,68.860001,67.870003,68.300003,67.801933,107900
2019-10-08,67.940002,68.610001,67.290001,67.900002,67.404854,96100
2019-10-09,68.120003,68.800003,68.019997,68.559998,68.060036,54300
2019-10-10,68.519997,69.230003,68.290001,68.889999,68.387634,85300
2019-10-11,69.629997,70.809998,69.199997,70.010002,69.499474,88900
2019-10-14,69.790001,70.129997,69.320000,69.580002,69.072601,55600
2019-10-15,69.919998,70.839996,69.279999,70.110001,69.598740,111600
2019-10-16,69.849998,70.059998,69.029999,69.489998,68.983253,115200
2019-10-17,69.709999,70.879997,69.360001,70.720001,70.204285,98700
2019-10-18,70.320000,70.680000,68.720001,69.230003,68.725159,107600
2019-10-21,69.489998,69.910004,68.680000,69.070000,68.566322,121100
2019-10-22,69.089996,69.470001,67.940002,68.220001,67.722519,85500
2019-10-23,67.949997,68.720001,67.010002,68.360001,67.861496,81600
2019-10-24,68.500000,69.309998,68.389999,68.989998,68.486900,56000
2019-10-25,68.769997,69.639999,68.599998,69.419998,68.913765,45100
2019-10-28,69.660004,70.160004,69.269997,69.480003,68.973335,94400
2019-10-29,69.620003,70.669998,69.449997,70.080002,69.568962,161800
2019-10-30,70.050003,70.709999,69.059998,70.559998,70.045448,427600
2019-10-31,76.269997,86.279999,73.680000,79.180000,78.602592,914100
2019-11-01,79.269997,79.830002,73.589996,74.870003,74.324028,279700
2019-11-04,75.650002,77.070000,74.019997,75.820000,75.267097,194300
2019-11-05,75.309998,76.610001,74.419998,75.769997,75.217453,132800
2019-11-06,72.529999,75.349998,71.800003,74.860001,74.314102,136700
2019-11-07,75.379997,75.849998,74.489998,75.309998,74.760818,140600
2019-11-08,74.970001,75.489998,74.480003,75.449997,74.899796,117700
2019-11-11,75.360001,76.660004,74.699997,75.980003,75.425934,110600
2019-11-12,75.529999,76.519997,75.110001,76.400002,75.842865,108900
2019-11-13,76.389999,77.370003,76.050003,76.970001,76.408714,117500
2019-11-14,77.029999,77.690002,76.709999,77.500000,76.934845,122500
2019-11-15,77.709999,78.910004,77.250000,78.459999,77.887840,426700
2019-11-18,78.360001,79.440002,78.059998,79.370003,78.791214,126200
2019-11-19,79.900002,81.400002,79.730003,80.820000,80.230629,185500
2019-11-20,80.839996,81.379997,79.589996,80.440002,79.853409,126200
2019-11-21,80.660004,80.879997,77.680000,78.010002,77.441132,184600
2019-11-22,78.459999,78.709999,77.180000,77.360001,76.795868,77900
